NOME_EMPRESARIAL;INICIO_ATIVIDADE;NUMERO_DO_ALVARA;NOME DA EMPRESA;DATA_EMISSAO;DATA_EXPIRACAO;ATIVIDADE_PRINCIPAL;ATIVIDADE_SECUNDARIA1;ATIVIDADE_SECUNDARIA2;ENDERECO;NUMERO;UNIDADE;ANDAR;COMPLEMENTO;BAIRRO;CEP
A FLOR DE LOURO COMERCIO DE PRODUTOS NATURAIS LTDA;18/03/2016;1264289;05/04/2016;***;COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERF;COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS HOMEO;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS;AV. REPÚBLICA ARGENTINA;002500;07;TR;***;PORTÃO;80610260
A FLORI TIBINKA E CIA LTDA;04/11/1997;868571;13/04/2009;***;COMÉRCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINT;COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMEN;COMÉRCIO ATACADISTA DE OUTROS PRODUTOS QUÍMICOS E;R. BENTO VIANA;000923;131;***;***;ÁGUA VERDE;80240110
A FONTANA E CIA LTDA;11/12/1979;2421;31/07/1981;***;ACOUGUE E QUITANDA;***;***;R. SENADOR XAVIER DA SILVA;000443;***;***;***;***;80530060
A FONTE DAS FERRAGENS LTDA;15/05/1986;547852;02/01/2002;***;COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM G;COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO;AV. AFFONSO PENNA;000402;***;***;TR;TARUMÃ;82530190
A FORMULA FARMACIA DE MANIPULACAO LTDA;19/06/2002;978938;01/12/2010;***;COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, COM;***;***;AV. MARECHAL FLORIANO PEIXOTO;007401;***;***;TR;BOQUEIRÃO;81670000
A FORMULA FARMACIA MANIPULACAO LT;01/03/1989;460988;02/01/1999;***;COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, COM;***;***;R. DESEMBARGADOR WESTPHALEN;000475;***;***;***;CENTRO;80010110
A FORTIORI ASSESSORIA IMOBILIARIA LTDA;01/07/1990;1218635;31/03/2015;***;CORRETAGEM NO ALUGUEL DE IMÓVEIS;***;***;AV. MANOEL RIBAS;000228;***;***;***;SÃO FRANCISCO;80510020
A FRANCO & CIA LTDA;01/01/1900;106486;20/01/1988;***;REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE;***;***;R. NUNES MACHADO;000265;***;***;***;CENTRO;80250000
A FRATERNIDADE 11.11.11;11/05/2012;1083674;28/09/2012;***;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS LIGADAS À;ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SO;***;R. CORONEL DULCÍDIO;002225;***;***;***;ÁGUA VERDE;80250100
A FROTTA TRANSPORTES LTDA - ME;14/10/2005;1238088;01/09/2015;31/07/2017;TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PE;TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB;TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PE;ALVIN TIBONI;107;***;***;***;CIDADE INDUSTRIAL;***
A G CONSTRUCOES LTDA;01/01/1900;216278;24/03/1992;***;ESC SERV CONSTR E EMPREEND IMOBIL;***;***;R. DOUTOR FAIVRE;000568;***;***;***;CENTRO;80060140
A G CULTURAL-COMERCIO LIVROS LT;01/08/1983;28599;01/08/1983;***;LOJA DE COMERCIO LIVROS DIDATICOS;***;***;R. COMENDADOR ARAÚJO;000627;LJ03;T;***;BATEL;80420000
A G DISCOS FITAS E ACESSORIOS MUSICAIS LTDA;10/12/1985;409077;09/05/1997;31/12/1998;COMÉRCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS;COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E;COMÉRCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREAT;AV. REPÚBLICA ARGENTINA;001574;***;***;TR;VILA IZABEL;80620010
A G IMOVEIS S/C LTDA;18/07/1983;102110;28/10/1987;***;CORRETAGEM NA COMPRA E VENDA E AVALIAÇÃO DE IMÓVEI;GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA;***;R. VOLUNTÁRIOS DA PÁTRIA;000475;1306;13;***;CENTRO;80020000
A G SOARES MERCEARIA ME;26/02/1988;1159237;11/12/2013;***;COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PR;***;***;RUA DA TRINDADE;2512;***;***;***;CAJURU;***
A G 2 SERVICOS DE TRANSPORTES DE ENCOMENDAS A DOMI;10/09/2000;970966;01/12/2010;***;SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NAC;SERVIÇOS DE ENTREGA RÁPIDA;***;R. CORONEL DULCÍDIO;001971;***;***;***;ÁGUA VERDE;80250100
A G A TELEINFORMATICA LTDA;27/07/1992;490707;08/12/1999;***;FABRICAÇÃO DE COMPONENTES ELETRÔNICOS;REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS;R. OLEGÁRIO AYRES DE ARRUDA;000079;***;***;TR;BOM RETIRO;80520380
A G ASSOLARI CONTABILIDADE ME;19/11/2010;1151901;18/10/2013;***;ATIVIDADES DE CONTABILIDADE;***;***;R. ALVORADA;000987;04;***;***;UBERABA;81510640
A G B ADMINISTRADORA DE IMOVEIS LTDA - ME;06/03/2015;1217867;25/03/2015;***;COMPRA E VENDA DE IMÓVEIS PRÓPRIOS;OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALM;ALUGUEL DE IMÓVEIS PRÓPRIOS;R. MAMORÉ;000075;***;***;***;SÃO FRANCISCO;80510160
A G BELLEI LTDA - ME;10/05/1993;1111819;03/12/2012;***;RESTAURANTES E SIMILARES;***;***;R. CAPITÃO SOUZA FRANCO;000371;***;***;***;BIGORRILHO;80730420
A G C REPRESENTACAO COMERCIAL S/C LTDA;01/02/1999;468022;05/03/1999;***;REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE;***;***;R. PROFESSORA DONA LULÚ;000565;01;***;TR;NOVO MUNDO;81050370
A G CONSULTING S/C LTDA;06/04/1998;443536;24/04/1998;***;CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENC;TRATAMENTO DE DADOS, PROVEDORES DE SERVIÇOS DE APL;R. JOÃO BATISTA COLLIN;000185;***;***;TR;SANTA QUITÉRIA;80310220
A G CULTURAL COMERCIO DE LIVROS LTDA;26/07/1983;1067033;16/05/2012;***;COMÉRCIO VAREJISTA DE LIVROS;***;***;R. DESEMBARGADOR MOTTA;002031;***;***;***;BATEL;80420190
A G DOS SANTOS;01/06/2003;696040;02/01/2006;31/12/2007;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANH;COMÉRCIO VAREJISTA DE OUTROS ARTIGOS DE USO DOMÉST;COMÉRCIO VAREJISTA DE MÓVEIS;R. CAMPO BELO;000185;***;***;***;CAMPO COMPRIDO;81240390
A G F ATACADO GERAL DE FERRAGENS E FERRAMENTAS EIR;30/06/2011;1245018;27/10/2015;***;COMÉRCIO ATACADISTA DE FERRAGENS E FERRAMENTAS;COMÉRCIO ATACADISTA DE MATERIAIS DE CONSTRUÇÃO EM;COMÉRCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIG;R. EMILIO BERTOLINI;001237;***;***;***;CAJURU;82920030
A G F COMERCIO DE AUTO PECAS LTDA;01/09/1987;966441;01/12/2010;***;COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA;COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS PARA MOTOC;***;ROD. BR CENTO E DEZESSEIS;007936;***;***;TR;CRISTO REI;82590400
A G F PARTICIPACOES LTDA;02/02/1998;1120123;18/02/2013;***;HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS;ALUGUEL DE IMÓVEIS PRÓPRIOS;COMPRA E VENDA DE IMÓVEIS PRÓPRIOS;R. PADRE ANCHIETA;001291;0;CB;***;BIGORRILHO;80730000
A G F PORTARIA E LIMPEZA LTDA;23/03/1999;480611;27/07/1999;***;LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS;SERVIÇOS COMBINADOS PARA APOIO A EDIFÍCIOS, EXCETO;***;R. MIGUEL OLESKOWICZ;000025;03;TR;AD;SÍTIO CERCADO;81910000
A G FUKAMI COMERCIO E SERVICOS LTDA;14/12/2000;1195010;29/09/2014;12/08/2016;COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS A;COMÉRCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONV;SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE V;R. JOÃO DEMBINSKI;001350;***;***;***;CIDADE INDUSTRIAL;81270330
A G INDUSTR DE CONFECCOES LTDA;01/06/1979;81;26/10/1979;31/12/1980;INDUSTRIA E COMERCIO DE ROUPAS;***;***;R. DESIDÉRIO BRUGNHOLO;000008;***;***;***;CAPÃO RASO;81130030
A G J COMERCIO DE INFORMATICA LTDA ME;29/02/2012;1200339;11/11/2014;***;REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPA;COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E;SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM T;R. CONSELHEIRO LAURINDO;000490;93;09;***;CENTRO;80060100
A G KAGEYAMA INFORMATICA LTDA;18/04/2002;963750;01/12/2010;***;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE CO;***;***;R. 25 DE AGOSTO;000088;***;***;TR;BOQUEIRÃO;81670200
A G M EQUIPAMENTOS PARA ESCRITÓRIO LTDA;01/04/2006;906889;10/12/2009;***;COMÉRCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITÓRIO;REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPA;ALUGUEL DE MÁQUINAS E EQUIPAMENTOS PARA ESCRITÓRIO;R. FERNANDO AMARO;000289;***;***;***;ALTO DA RUA XV;80050020
A G MARTINS - RESTAURANTE ME;30/06/1987;1104318;28/11/2012;***;RESTAURANTES E SIMILARES;COMÉRCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONV;LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;R. DESEMBARGADOR ESTANISLAU CARDOSO;000792;***;***;***;XAXIM;81810380
A G MATHIAS & CIA LTDA;20/03/2003;602908;16/04/2003;***;COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESS;***;***;R. FREDERICO CANTARELLI;000225;***;***;***;BIGORRILHO;80710240
A G MENDONCA REPRESENTACOES COMERCIAIS LTDA;01/09/1994;974432;01/12/2010;***;COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESS;REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE;***;R. DUQUE DE CAXIAS;000533;***;***;***;SÃO FRANCISCO;80530040
A G P CORRETORA DE IMOVEIS LTDA;01/04/1996;363875;15/04/1996;31/12/1998;SEDES DE EMPRESAS E UNIDADES ADMINISTRATIVAS LOCAI;***;***;R. TIBAGI;000576;506;05;***;CENTRO;80060110
A G P -SERV TELEC S/C LTDA;10/06/1994;432700;02/01/1998;***;ESC SERV INST MANUT REPAR REDES;***;***;R. NATHALIA BOZZA;000050;***;***;***;UMBARÁ;81930100
A G P COMERCIO DE ARRANJOS, PRESENTES E UTILIDADES;14/07/2009;1227465;12/06/2015;***;COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;ALUGUEL DE MÓVEIS, UTENSÍLIOS E APARELHOS DE USO D;SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXP;R. ADOLFO WERNECK;000257;01;***;***;UBERABA;81560130
A G P COMERCIO DE VEICULOS LTDA;07/04/2005;1105240;28/11/2012;***;COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTIL;COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTIL;REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE;R. ANTONIO REBELATTO;000428;***;***;***;XAXIM;81710120
A G PRADO COMERCIO DE ALIMENTOS LTDA;03/04/2000;1147974;19/09/2013;12/09/2016;CHURRASCARIA;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTE;***;R. PETIT CARNEIRO;000760;***;***;***;ÁGUA VERDE;80240050
A G R -REPRESENTACAO DE FERRO E ACO LTDA;01/12/1992;289079;18/05/1994;***;REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE;***;***;R. OSMÁRIO DE LIMA;000747;***;***;***;CAPÃO DA IMBUIA;82810260
A G R SILVEIRA HIDRAULICOS;02/08/2004;905784;10/12/2009;***;MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS HIDRÁULICOS;***;***;R. EDGARD CAVALCANTI DE ALBUQUERQUE;000079;***;***;***;SÍTIO CERCADO;81920570
A G S PANIFICADORA LTDA;01/03/1990;290314;03/06/1994;31/12/1994;FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA CO;***;***;R. JOSÉ HAUER;000871;***;***;***;BOQUEIRÃO;81730400
A G S REPRES COMERCIAIS LTDA;01/05/1990;159526;10/05/1990;***;REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE;***;***;R. DO OURO;000281;***;***;***;GUABIROTUBA;81520350
A G S - ESPORTES EIRELI - ME;27/01/2011;1184919;09/07/2014;***;GESTÃO DE INSTALAÇÕES DE ESPORTES;PRODUÇÃO E PROMOÇÃO DE EVENTOS ESPORTIVOS;ENSINO DE ESPORTES;R. JOSÉ BATISTA DOS SANTOS;001679;***;***;***;CIDADE INDUSTRIAL;81250000
A G S - NEGOCIOS LTDA - ME;01/10/1986;1232658;22/07/2015;***;SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINIST;OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALM;OUTRAS ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFO;R. JOSÉ BATISTA DOS SANTOS;001679;***;***;***;CIDADE INDUSTRIAL;81250000
A G S EQUIPAMENTOS ELETRONICOS PARA SEGURANCA LTDA;23/06/2005;819492;17/09/2008;***;COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS D;COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E;REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPA;R. MINAS GERAIS;000876;01;***;***;GUAÍRA;80630220
A G TEIXEIRA;20/07/1994;550177;02/01/2002;***;TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PE;COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (;***;R. HIPÓLITO DA COSTA;001667;***;***;TR;BOQUEIRÃO;81670440
A G V BORRACHAS LTDA;28/10/2008;826177;20/11/2008;31/12/2010;FABRICAÇÃO DE ARTEFATOS DE BORRACHA NÃO ESPECIFICA;***;***;AV. JUSCELINO KUBITSCHEK DE OLIVEIRA LE;002995;***;***;***;CIDADE INDUSTRIAL;81270200
A G W-REPRESENTACOES COMERCIAIS L;05/09/1994;433081;02/01/1998;***;REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE;***;***;AV. IGUAÇÚ;001215;101;01;***;REBOUÇAS;80250190
A G. DE ALMEIDA - SORVETES;25/07/2008;1086763;25/10/2012;***;COMÉRCIO VAREJISTA DE SORVETES EMBALADOS;COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EM GER;COMÉRCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEME;R. DEMÉTRIO KOTOVEI;000081;***;***;***;UMBARÁ;81930510
A GARCIA COMÉRCIO VAREJISTA DE VIDROS;01/12/2003;969708;01/12/2010;***;COMÉRCIO VAREJISTA DE VIDROS;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUÇÃO;***;R. LODOVICO KAMINSKI;003040;***;***;***;CIDADE INDUSTRIAL;81260040
A GAUDERIA COM ROUP ARTIG CHIM LT;02/07/1990;164553;02/07/1990;***;LJ COM VAREJ ARMAR BIJUT COURO VE;***;***;R. MATEUS LEME;000331;***;***;***;SÃO FRANCISCO;80510190
A GAZETA DE SAO JOSE DOS PINHAIS LTDA;30/09/1999;488110;29/10/1999;31/12/2001;FABRICAÇÃO DE PRODUTOS DE PAPEL, CARTOLINA, PAPEL-;EDIÇÃO DE LIVROS;***;R. STEN FRANCISCO HIERRO;000137;***;***;TR;UBERABA;81560590
A GENERAL BOMBAS HIDRAULICAS LTDA EPP;24/05/2011;1183319;25/06/2014;***;COMÉRCIO VAREJISTA DE MATERIAIS HIDRÁULICOS;***;***;R. LUIZ BARRETO MURAT;000254;01;***;***;BAIRRO ALTO;82820160
A GENIAL PRESTADORA DE SERV LTDA;22/06/1995;392306;02/01/1997;***;REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETROELETR;***;***;R. JERÔNIMO DURSKI;001306;***;***;***;BIGORRILHO;80730290
A GERAL BOMBAS HIDRAULICAS LTDA;11/03/2010;928911;06/04/2010;***;MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS MOTRIZES NÃO-EL;COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO;COMÉRCIO VAREJISTA DE MATERIAIS HIDRÁULICOS;R. LIVIO PETTERLE;000283;403;03;***;ATUBA;82620240
A GIANNETTI DISTRIBUIDOR DE MARCADORES INDUSTRIAIS;23/03/2010;995722;01/12/2010;***;COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUT;REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE;***;AV. CORONEL FRANCISCO H DOS SANTOS;000519;04;TR;***;JARDIM DAS AMÉRICAS;81530000
A GIL JOCKHECK LOCACOES;10/09/2007;909499;10/12/2009;***;ALUGUEL DE MÓVEIS, UTENSÍLIOS E APARELHOS DE USO D;***;***;R. JOSE BOIKO;000054;***;***;***;SANTO INÁCIO;82010600
A GODINHO LOGISTICA E TRANSPORTES - ME;26/02/2016;1260819;07/03/2016;***;TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PE;TRANSPORTE RODOVIÁRIO DE MUDANÇAS;AGENCIAMENTO DE CARGAS, EXCETO PARA O TRANSPORTE M;R. PROFESSOR ULISSES VIEIRA;003015;***;***;***;SANTA QUITÉRIA;80310120
A GONCALVES & D GONCALVES LTDA;06/03/2003;1102064;28/11/2012;***;TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PE;TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PE;***;R. DJALMA FERREIRA MACIEL;001143;***;***;***;LINDÓIA;81010270
A GONCALVES ASSESSORIA E PLANEJAMENTO IMOBILIARIO ;12/04/1991;1057936;05/03/2012;***;CORRETAGEM NA COMPRA E VENDA E AVALIAÇÃO DE IMÓVEI;CORRETAGEM NO ALUGUEL DE IMÓVEIS;***;R. LEÔNCIO CORREIA;000245;***;***;***;ÁGUA VERDE;80240320
A GONCALVES BROGNOLI;18/03/2008;995912;01/12/2010;***;ATIVIDADES DE INTERMEDIAÇÃO E AGENCIAMENTO DE SERV;COMÉRCIO ATACADISTA DE MERCADORIAS EM GERAL, SEM P;***;R. NAPOLEÃO BONAPARTE;001831;***;***;***;BAIRRO ALTO;82820270
A GOUVEA AUTOMACAO INDUSTRIAL;19/08/2014;1215303;09/03/2015;***;INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS;SERVIÇOS DE ENGENHARIA;INSTALAÇÃO E MANUTENÇÃO ELÉTRICA;R. DOUTOR ANTONIO AMARANTE;000602;***;***;***;BOA VISTA;82650080
A GROCHOWICZ & CIA LTDA - ME;30/11/1998;1216300;13/03/2015;31/12/2016;COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA;COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS PARA MOTOC;***;R. JOÃO DEMBINSKI;000561;***;***;***;CIDADE INDUSTRIAL;81270330
A GRUTA PEDRAS ORNAMENTAIS LTDA;23/01/2007;1104173;28/11/2012;***;COMÉRCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTE;COMÉRCIO VAREJISTA DE ARTIGOS DE DECORAÇÃO PARA FE;COMÉRCIO VAREJISTA DE MADEIRA E ARTEFATOS;AV. COMENDADOR FRANCO;003300;***;***;***;GUABIROTUBA;81520000
A GURA REPRES COMERCIAL LTDA;12/09/1991;884560;03/09/2009;***;OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMÉ;***;***;R. ADILIO RAMOS;002939;***;***;***;BAIRRO ALTO;82820100
A GUTIERREZ & CIA LTDA;08/03/1993;796703;06/03/2008;***;SERVIÇOS DE ACABAMENTOS GRÁFICOS, EXCETO ENCADERNA;EDIÇÃO INTEGRADA À IMPRESSÃO DE CADASTROS, LISTAS;***;R. CARNEIRO LOBO;000468;505;05;***;ÁGUA VERDE;80240240
A H B - BAR E BILHAR LTDA;01/10/1990;477335;22/06/1999;***;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM;EXPLORAÇÃO DE JOGOS DE SINUCA, BILHAR E SIMILARES;***;R. EDUARDO WALTER WANNAGAT;000012;***;***;TR;CIDADE INDUSTRIAL;81315490
A H DAMBROSO;17/03/2010;1109118;28/11/2012;***;COMÉRCIO VAREJISTA ESPECIALIZADO DE PEÇAS E ACESSÓ;COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E;REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPA;AV. SETE DE SETEMBRO;004107;***;***;***;ÁGUA VERDE;80250210
A H DUARTE & CIA LTDA - EPP;01/04/1992;1115573;14/01/2013;***;COMÉRCIO VAREJISTA DE EMBARCAÇÕES E OUTROS VEÍCULO;SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍ;FABRICAÇÃO DE OUTRAS PEÇAS E ACESSÓRIOS PARA VEÍCU;R. PADRE ANCHIETA;000892;***;***;***;MERCÊS;80430060
A H F GRAWE;14/02/2011;1009294;09/03/2011;***;OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALM;SERVIÇOS DE DESENHO TÉCNICO RELACIONADOS À ARQUITE;***;R. CAP. DOUTOR ANTONIO JOSÉ;000906;***;***;***;XAXIM;81810340
A H P ADMINISTRACAO E PARTICIPACOES LTDA;01/02/2010;1173452;31/03/2014;***;HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS;OUTRAS SOCIEDADES DE PARTICIPAÇÃO, EXCETO HOLDINGS;***;R. PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA;001861;2101;21;***;CAMPINA DO SIQUEIRA;81200100
A H P ENTREGAS RAPIDAS LTDA;25/06/2014;1185891;16/07/2014;***;SERVIÇOS DE ENTREGA RÁPIDA;***;***;AV. MUNHOZ DA ROCHA;000755;***;***;***;CABRAL;80035000
A H P INFORMATICA LTDA ME;19/05/2011;1024060;28/06/2011;***;COMÉRCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREAT;COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E;COMÉRCIO VAREJISTA DE OUTROS ARTIGOS DE USO DOMÉST;R. DOUTOR ODARCI ANTONIO MANGI;000083;***;***;***;SÍTIO CERCADO;81920220
A H S IMOVEIS LTDA;01/12/1994;315490;30/01/1995;***;ESCR COM CORRET INTERM ARREND LOC;***;***;AV. SENADOR SALGADO FILHO;002130;***;***;***;GUABIROTUBA;81510000
A H SANTOS COMERCIO DE CHAVES E FECHADURAS;29/10/2003;701154;02/01/2006;31/12/2007;CHAVEIROS;COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA;COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;AL. DOUTOR MURICY;000970;SL01;***;***;CENTRO;80020040
A H T DOS SANTOS-ME;30/09/2002;910401;10/12/2009;***;LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR;***;***;R. MAJOR FRANÇA GOMES;000033;***;***;***;SANTA QUITÉRIA;80310000
A H TEODORO AUTOMACAO;18/04/2011;1016254;28/04/2011;***;FABRICAÇÃO DE MÁQUINAS-FERRAMENTA, PEÇAS E ACESSÓR;COMÉRCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;COMÉRCIO VAREJISTA DE MÓVEIS;R. CLETO DA SILVA;000231;***;***;***;BOQUEIRÃO;81650290
A HAUENSTEIN MONTAGEM DE MOVEIS ME;28/09/2006;726769;20/11/2006;31/12/2007;SERVIÇOS DE MONTAGEM DE MÓVEIS DE QUALQUER MATERIA;***;***;R. SUÉCIA;000260;***;***;***;TARUMÃ;82800060
A HELM & CIA LTDA - ME;13/05/2015;1225109;22/05/2015;***;OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMÉ;***;***;AL. PRINCESA IZABEL;001220;21;***;***;BIGORRILHO;80730080
A HENRIQUE SERVICOS DE COBRANCA LTDA;17/04/2007;856732;17/12/2008;***;ATIVIDADES DE COBRANÇAS E INFORMAÇÕES CADASTRAIS;***;***;R. PADRE ANCHIETA;001923;904;09;***;BIGORRILHO;80730000
A HIRYE & CIA LTDA;14/10/2002;585009;25/10/2002;***;SERVIÇOS DE ARQUITETURA;***;***;AV. SETE DE SETEMBRO;005388;803;08;AD;BATEL;80240000
A HORA DA FOME E LANCHONETE LTDA - ME;07/02/2008;1245642;04/11/2015;***;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTE;FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA CO;FABRICAÇÃO DE PRODUTOS DE CARNE;R. VISCONDE DE NACAR;000136;***;***;***;MERCÊS;80410200
A I COMERCIO DE DIVISORIAS LTDA;23/10/2006;752349;09/01/2007;31/12/2008;COMÉRCIO VAREJISTA DE ARTIGOS DE TAPEÇARIA, CORTIN;COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM G;COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO;R. JOSÉ DOMAKOSKI;000710;***;***;***;CAMPINA DO SIQUEIRA;80730140
A I COSTA & CIA LTDA;07/11/1994;953064;22/10/2010;***;COMÉRCIO VAREJISTA DE ARTIGOS DE TAPEÇARIA, CORTIN;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUÇÃO;FABRICAÇÃO DE ARTEFATOS TÊXTEIS PARA USO DOMÉSTICO;AV. PARANÁ;001653;103;01;***;BOA VISTA;82510000
A I DOS SANTOS & CIA LTDA;01/01/1987;84264;13/01/1987;***;BAR E MERCEARIA;***;***;R. CELESTE TORTATO GABARDO;000010;***;***;***;SÍTIO CERCADO;81900440
A I G TRANSPORTES LTDA - ME;19/08/2011;1033130;02/09/2011;***;COMÉRCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, T;TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PE;***;R. ARION NIEPCE DA SILVA;000120;44;04;***;PORTÃO;80610310
